url,status,pos,neg,margin,blur,reason,save
http://management.clinictor.com/storage/clinic_logos/doktor-koc-hair-clinic.jpg,rejected,0.23515547811985016,0.14798836410045624,0.08716711401939392,267.74632759478396,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100064119428879,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162faaf20>,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=439728131266163,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x14632eed0>,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=444325110806465,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162faa200>,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1003589083394592&get_thumbnail=1,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162f070b0>,
https://www.tiktok.com/api/img/?itemId=7532452003545451794&location=0&aid=1988,error,,,,,download: 403 Client Error: Forbidden for url: https://www.tiktok.com/api/img/?itemId=7532452003545451794&location=0&aid=1988,
https://www.kuh.ku.edu.tr/getmedia/0441109d-101c-409b-872c-3b5415f6aeec/guzin-sen.jpg.aspx?width=512&height=768&ext=.jpg,rejected,,,,,too_small 512x768,
https://avatars.mds.yandex.net/get-altay/14635327/2a000001969c2cdf8e23b8896ec31cf71b29/L_height,rejected,,,,,too_small 500x252,
https://www.primomedico.com/fileadmin/user_upload/old/Aerzte/Dr-Murat-Koc-Portrait.jpg,rejected,,,,,too_small 300x300,
https://avatars.mds.yandex.net/get-altay/15045776/2a0000019435c301889b0792e7a28b343142/L_height,rejected,,,,,too_small 500x375,
https://static-pano.maps.yandex.ru/v1/?panoid=1246726868_806126691_23_1729586643&size=500%2C240&azimuth=-173.9&tilt=10&api_key=maps&signature=FlPtA2rvDxSBQ7N_7PrPupt9AqpX7eG_9tv2V5-ebPk=,rejected,,,,,too_small 500x240,
https://avatars.mds.yandex.net/get-altay/14165812/2a000001943593c42a8edd9690df05a043f6/L_height,rejected,,,,,too_small 375x500,
https://www.kuh.ku.edu.tr/getmedia/587a00b2-0394-4fdf-8851-d8d5ee464352/basak-akyollu.jpg.aspx?width=512&height=768&ext=.jpg,rejected,,,,,too_small 512x768,
https://www.acibadem.com.tr/assets/images/doctors/aycan-koc-banner.webp,rejected,,,,,too_small 460x600,
https://www.smilehairclinic.com/wp-content/uploads/2021/06/Female-hair-transplant-01.jpg,rejected,,,,,too_small 900x400,
https://www.medhairclinic.eu/wp-content/uploads/2024/07/Oncesi-Sonrasi-2.jpg,rejected,0.2799021005630493,0.2401682436466217,0.03973385691642761,260.3291145740984,clip_threshold,
https://avatars.mds.yandex.net/get-altay/13294935/2a00000193b0be7540c5af84ce8564ccb317/L_height,rejected,,,,,too_small 500x500,
https://www.medhairclinic.eu/wp-content/uploads/2025/04/Oncesi-Sonrasi-15.jpg,rejected,0.2597247064113617,0.18843971192836761,0.07128499448299408,391.9536313646461,clip_threshold,
https://www.medhairclinic.eu/wp-content/uploads/2025/04/Oncesi-Sonrasi-11.jpg,rejected,0.28062260150909424,0.19570201635360718,0.08492058515548706,361.94959455938454,clip_threshold,
https://www.medhairclinic.eu/wp-content/themes/RankMedya/lib/images/mobileslider.png,rejected,0.22672328352928162,0.20931608974933624,0.017407193779945374,998.5443710550252,clip_threshold,
https://www.livhospital.com/uploads/c76f3999-6122-45ec-a468-d2934a23581a_erdalkaraoz.webp,rejected,,,,,too_small 464x620,
https://avatars.mds.yandex.net/get-altay/13916077/2a000001969c2ce1222febd2be6a49b6ec51/L_height,rejected,,,,,too_small 281x500,
https://avatars.mds.yandex.net/get-altay/15045776/2a000001969c2ce0cbe70826e5d1af77a215/L_height,rejected,,,,,too_small 281x500,
https://www.kuh.ku.edu.tr/getmedia/e08160a3-58b1-4c3f-b870-1f2f2eec8e89/klinik-arastirma-banner-911x768,rejected,0.2567521035671234,0.18319731950759888,0.07355478405952454,455.7098060596846,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100063790680287,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x399f20a40>,
https://drsemakoc.com.tr/assets/img/index/ind-about.jpg,rejected,,,,,blur=57.7 < 100.0,
https://cdn.worldclinics.net/clinic/large/jpg/op-dr-mehmet-koc-clinic-3.jpg,rejected,0.23260638117790222,0.17987865209579468,0.052727729082107544,202.53720074170184,clip_threshold,
https://haberchannelcom.teimg.com/haberchannel-com/uploads/2023/11/basliksiz-16-377.png,rejected,0.25894609093666077,0.17695418000221252,0.08199191093444824,302.0905956864522,clip_threshold,
https://www.livhospital.com/uploads/5be752cf-14d5-4cd6-9917-856abcc58572_cv1.webp,rejected,,,,,too_small 464x620,
https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3698872651419568900,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162fa8c70>,
https://cdn.worldclinics.net/clinic/large/jpg/op-dr-mehmet-koc-clinic-2.jpg,rejected,0.24526065587997437,0.14384132623672485,0.10141932964324951,302.6399579957338,clip_threshold,
https://akbis.gaziantep.edu.tr/resim/85162086.jpg,rejected,,,,,too_small 485x661,
https://sule-hairtransplant.com/wp-content/uploads/2023/04/sule-olmez-hair-specialist-in-sule-clinic.jpg,rejected,0.1968197077512741,0.17265135049819946,0.024168357253074646,498.3850493993749,clip_threshold,
https://recmed.net/up/x_215.jpeg,rejected,,,,,blur=44.4 < 100.0,
https://reginamed.com/wp-content/uploads/2024/10/REGINA-HAIR-BEFORE-AFTER-54.jpg,rejected,,,,,too_small 500x500,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100064717057753,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x399fbf880>,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=986091133563115,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162fe4bd0>,
https://s3-eu-west-1.amazonaws.com/doktortakvimi.com/doctor/9d13e9/9d13e9dbcd14e50c5d06749fdb4f24bc_large.jpg,rejected,,,,,too_small 530x530,
https://www.doktorsitesi.com/_next/image?url=https%3A%2F%2Fapi.doktorsitesi.com%2Fmedia%2Fcache%2Fprofil_500_webp%2Fuploads%2Fprofile_self_image%2F78adad1f1bad8ce0184df5c1f9edf47c.webp&w=640&q=75,rejected,,,,,too_small 500x500,
https://avesis.cumhuriyet.edu.tr/user/image/5495,rejected,,,,,too_small 413x531,
https://n24.com.tr/wp-content/uploads/2024/02/sac-ekimi-uzman.jpg,rejected,,,,,blur=46.0 < 100.0,
https://cdn.whatclinic.com/hair-loss/turkey/istanbul-province/istanbul/kadikoy/unitedcare-clinic/thumbnails/0cdd6e20d30bc619/kub.jpg?width=400&height=400&float-y=0.25&hmac=ef9ced49e752f701a83576a370f8aa9f29913f99,rejected,,,,,too_small 400x400,
https://lookaside.instagram.com/seo/google_widget/crawler/?media_id=3426430999208272804,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x146315c10>,
https://drsemakoc.com.tr/assets/img/treatments/kafa-boyun-kanser-1.jpg,rejected,,,,,blur=36.8 < 100.0,
https://www.medhairclinic.eu/wp-content/uploads/2025/04/Oncesi-Sonrasi-12.jpg,rejected,0.27459076046943665,0.2223254144191742,0.05226534605026245,308.9491028112239,clip_threshold,
http://ecedilege.com/wp-content/uploads/2020/10/750x420-1280x720.jpg,rejected,,,,,blur=38.9 < 100.0,
https://cdn.whatclinic.com/thumbnails/89454e61d987221a/a7108f8fec0242b8beb041bd31279835.jpg?width=243&height=324&background-color=0xffffff&operation=pad&float-x=0.5&float-y=0.5&rotate=0&crop_x=0&crop_y=0&crop_w=1&crop_h=1&hmac=231573c3eb1756ad65505a8b7b147befd2aa7c62,rejected,,,,,too_small 243x324,
https://www.amerikanhastanesi.org/getmedia/6fe891c0-6019-4dac-beab-53947e91ec2d/Elif-Yazar-Web.jpg.aspx?width=512&height=768&ext=.jpg,rejected,,,,,too_small 512x768,
https://www.opal.clinic/wp-content/uploads/2025/06/Hermest-Opal-klinik-1024x622.jpg,approved,0.27442118525505066,0.13542066514492035,0.1390005201101303,180.5805803724945,,output/approved/Doktor_Koc_Hair_Clinic_klinik/53c685f99d.jpg
https://sule-hairtransplant.com/wp-content/uploads/2024/03/sule-olmez.jpg,rejected,0.188662588596344,0.17763952910900116,0.011023059487342834,146.04161453245615,clip_threshold,
https://haberchannelcom.teimg.com/haberchannel-com/uploads/2023/11/1698923417-kemik-li-i-merkezi-1.jpg,rejected,0.25597646832466125,0.136271670460701,0.11970479786396027,174.14837419733837,clip_threshold,
https://medicine.ku.edu.tr/wp-content/uploads/2023/11/tuba-gursoy-edit-1.jpg,error,,,,,download: 403 Client Error: Forbidden for url: https://medicine.ku.edu.tr/wp-content/uploads/2023/11/tuba-gursoy-edit-1.jpg,
https://media.licdn.com/dms/image/v2/D4D22AQGrqKnSVdyQ6Q/feedshare-shrink_800/feedshare-shrink_800/0/1726054436043?e=2147483647&v=beta&t=SN99KF9uQH1pokrVfWyZkNf7hxsnIAtdmCzeOirBonE,rejected,0.19377347826957703,0.1833922564983368,0.010381221771240234,218.8824316789332,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1003398178499077,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x399f97b50>,
https://sule-hairtransplant.com/wp-content/uploads/2024/03/Dr-Zafer-Ersin-UNLUER-anesthesia-doctor-1-768x768.jpg,rejected,,,,,blur=52.2 < 100.0,
https://www.drserkanaygin.com/wp-content/uploads/2023/11/DR.-SERKAN-AYGIN-dark-710x1024.png.webp,rejected,0.23273374140262604,0.18694467842578888,0.04578906297683716,101.43083598500888,clip_threshold,
https://www.medikara.bg/wp-content/uploads/2021/11/10/Prof-dr-Berna-Yelken.jpg,rejected,,,,,too_small 512x768,
https://www.drserkanaygin.com/wp-content/uploads/2023/10/dr-serkan-aygin-clinic-before-after-eugenikba.jpg.webp,rejected,0.2571793794631958,0.17379815876483917,0.08338122069835663,1627.8567550510952,clip_threshold,
https://media.mymeditravel.com/711x470/uploads/property/gallery/646e7e94af5fd96967737284/646e81d3af5fd96ad6294f2b/medium.jpg,rejected,,,,,too_small 711x470,
https://i.ytimg.com/vi/bnzZE77sLZc/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBjf83L7j-ThvGqTN88Bm5uHH4XaA,rejected,,,,,too_small 686x386,
https://i.ytimg.com/vi/RKJlfN6zTyo/maxresdefault.jpg,rejected,0.22561611235141754,0.18666134774684906,0.03895476460456848,806.9356460033229,clip_threshold,
https://www.medikara.bg/wp-content/uploads/2021/11/10/Cs-0550_small_Prof-dr-Berna-Yelken.jpg,rejected,,,,,too_small 678x393,
https://www.drserkanaygin.com/wp-content/uploads/2023/10/dr-serkan-aygin-clinic-before-after.jpg.webp,rejected,0.2624185085296631,0.21662387251853943,0.04579463601112366,557.6395524871816,clip_threshold,
https://www.academichospital.com.tr/upload/uzm-psk-beyza-turan-duyuru.webp,rejected,0.2630985975265503,0.20361050963401794,0.05948808789253235,230.00121689282312,clip_threshold,
https://www.dralicankochan.com/tema/genel/uploads/sayfalar/dr-alican-kochan.jpg,approved,0.29688239097595215,0.175941601395607,0.12094078958034515,416.46513171759744,,output/approved/Doktor_Koc_Hair_Clinic_klinik/59655636b8.jpg
https://media.licdn.com/dms/image/v2/D4D03AQEfEEnMCp2Myg/profile-displayphoto-shrink_200_200/B4DZW4emGeG4AY-/0/1742556785024?e=2147483647&v=beta&t=8D8Lh6QfEnmnNkgqUIzKxLWFwC2LaAvG47EpBwj7foI,rejected,,,,,too_small 200x200,
https://www.amerikanhastanesi.org/getmedia/97274adc-09c9-41d5-92b7-92a878dbf309/Gamze-Kirkpinar-Web-1.jpg.aspx?width=512&height=768&ext=.jpg,rejected,,,,,too_small 512x768,
https://media.licdn.com/dms/image/v2/C4D22AQFrclF-oOsebQ/feedshare-shrink_800/feedshare-shrink_800/0/1672735705405?e=2147483647&v=beta&t=2XYezfFQJIurIRPCizBMGsXDSYkRDrV1lr1WEk6S13w,rejected,0.25152862071990967,0.17991963028907776,0.07160899043083191,300.6327701537476,clip_threshold,
https://www.drsalihakoc.com/wp-content/uploads/2023/03/saliha-koc-2-min.jpg,rejected,,,,,blur=92.2 < 100.0,
https://i.ytimg.com/vi/EiT0y7hKsKk/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AG2CIACgA-KAgwIABABGEAgUyhyMA8=&rs=AOn4CLBRcTt2lqZo-ChjTKbk1CBHy9YBYw,rejected,0.22238771617412567,0.25906309485435486,-0.03667537868022919,464.152954643107,clip_threshold,
https://i.ytimg.com/vi/IRgRNsorTIM/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLD3Hg_QQEIuNT_kvKaF5bxOUumnaA,rejected,,,,,too_small 686x386,
https://i.ytimg.com/vi/995ViHzGwKI/maxresdefault.jpg,rejected,0.22832360863685608,0.21631640195846558,0.012007206678390503,501.10399075407327,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=101560318025979,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x14633c0e0>,
https://drmehmettasdemir.com/wp-content/uploads/2025/04/Profile-photo-1024x1010.jpg,rejected,0.21636134386062622,0.19530409574508667,0.02105724811553955,237.49229654679078,clip_threshold,
https://www.akdamarhospital.com.tr/upload/Ahmet_Koc_2_OYQES16T_820_8XW7FS1_5590.jpg,rejected,,,,,blur=90.8 < 100.0,
https://media.licdn.com/dms/image/v2/D4D22AQFJZtgV1a5Buw/feedshare-shrink_800/B4DZh5CcBBHwAg-/0/1754377339856?e=2147483647&v=beta&t=rAg-Lw3Ee2bfAZzm7KEdnmO1G3caKM8qs3G5hckZmv8,rejected,0.18477271497249603,0.1610567271709442,0.02371598780155182,203.61057741683751,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=822942159872697,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162f9ac50>,
https://pinarkoc.com/themes/app/img/about/a1.png,rejected,,,,,too_small 315x477,
https://pinarkoc.com/themes/app/img/about/a2.png,rejected,,,,,too_small 325x497,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=201667234681953,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162f079c0>,
https://pbs.twimg.com/media/FGPGANcXEAMZ_QE?format=jpg&name=4096x4096,rejected,,,,,blur=61.6 < 100.0,
https://emrahcinik.com/wp-content/uploads/006-afro-hair-transplant-before-after-2400-grafts-9-months-after-norwood-iii-50313160538-1024x1024.jpg.webp,rejected,0.2645609676837921,0.2338947057723999,0.030666261911392212,181.51291667591067,clip_threshold,
https://www.onderkoc.com.tr/storage/images/contents/pelvik-taban-rehabilitasyonu-68.webp,rejected,,,,,too_small 505x315,
https://emrahcinik.com/wp-content/uploads/012-afro-hair-transplant-before-after-2725-grafts-9-months-after-norwood-v-50313161257-1024x1024.jpg.webp,rejected,0.2575005888938904,0.20254811644554138,0.054952472448349,276.5953397509205,clip_threshold,
https://www.academichospital.com.tr/upload/volkan-topcuoglu-web-slider-585x384.webp,rejected,,,,,too_small 585x384,
https://emrahcinik.com/wp-content/uploads/034-dhi-hair-transplant-before-after-4250-grafts-12-months-after-norwood-v-50313155146-1024x1024.jpg.webp,rejected,0.27418991923332214,0.22826844453811646,0.04592147469520569,239.39543984130293,clip_threshold,
https://www.gykclinic.com/wp-content/uploads/2025/02/WhatsApp-Image-2025-01-28-at-18.44.57-807x726.jpeg,rejected,0.2612300515174866,0.21253056824207306,0.04869948327541351,195.79775790692818,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=200493168132693,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x161978ef0>,
https://www.birunihastanesi.com.tr/storage/media/physicians/571/sinem-iliaz-large.jpg,rejected,,,,,blur=22.9 < 100.0,
https://medicine.ku.edu.tr/wp-content/uploads/2025/03/bata.jpg,error,,,,,download: 403 Client Error: Forbidden for url: https://medicine.ku.edu.tr/wp-content/uploads/2025/03/bata.jpg,
https://emrahcinik.com/wp-content/uploads/010-beard-hair-transplant-before-after-3000-grafts-10-months-after-beard-transplant-50313172012-1024x1024.jpg.webp,rejected,0.27205321192741394,0.22078001499176025,0.051273196935653687,332.4483476506866,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=439727804599529,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x1679b1bc0>,
https://cdn.worldclinics.net/clinic/large/jpg/op-dr-mehmet-koc-clinic-5.jpg,rejected,,,,,blur=26.8 < 100.0,
https://emrahcinik.com/wp-content/uploads/001-fue-hair-transplant-before-after-4232-grafts-12-months-after-norwood-v-50312105055-1024x1024.jpg.webp,rejected,0.2700859606266022,0.23993556201457977,0.0301503986120224,244.81675004837462,clip_threshold,
https://emrahcinik.com/wp-content/uploads/012-dhi-hair-transplant-before-after-2600-grafts-12-months-after-norwood-iii-50312173658-1024x1024.jpg.webp,rejected,0.2982794940471649,0.21646466851234436,0.08181482553482056,271.9375523463297,clip_threshold,
https://emrahcinik.com/wp-content/uploads/002-fue-hair-transplant-before-after-4200-grafts-12-months-after-norwood-v-50312105425.jpg.webp,rejected,,,,,too_small 357x357,
https://yeditepehastaneleri.com/sites/default/files/styles/hekimler_liste_gorsel/public/hekimler/2022-12/Perihan%20%C3%87obano%C4%9Flu%20Saf%202023%20dpi%20son.jpg.webp?itok=sjzG9XrB,rejected,,,,,too_small 318x339,
https://worldhaircouncil.com/wp-content/uploads/2024/02/World-Hair-Council-Expert-Peter-Bjerring_BW_300x300.jpg,rejected,,,,,too_small 300x300,
https://gulkoclinic.com/images/ba3.jpg,rejected,0.27576079964637756,0.229881152510643,0.04587964713573456,131.06948141232232,clip_threshold,
https://gulkoclinic.com/images/ba1.jpg,rejected,,,,,blur=7.5 < 100.0,
https://www.academichospital.com.tr/upload/ilyas-keskin-web-slider-585x384.webp,rejected,,,,,too_small 585x384,
https://www.kuh.ku.edu.tr/getmedia/dc6a430d-3e21-4bef-8910-658b242a19ef/bahar-tekin-web.jpg.aspx?width=512&height=768&ext=.jpg,rejected,,,,,too_small 512x768,
https://www.kuh.ku.edu.tr/getmedia/adc2c775-a111-4518-968f-d4a7b27212aa/organ-nakli-merkezi-1024x768.jpg.aspx?width=1024&height=768&ext=.jpg,rejected,0.24080374836921692,0.15618790686130524,0.08461584150791168,1140.96502636488,clip_threshold,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=201335951381748,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x16198bdd0>,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=196274408554569,error,,,,,download: cannot identify image file <_io.BytesIO object at 0x162f0c590>,
https://clinicsoncall.com/wp-content/uploads/2021/09/professor-d-r-emre-balyk.jpg,rejected,,,,,too_small 360x590,
https://i.ytimg.com/vi/RKJlfN6zTyo/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLA4pfC0yNDB_gmgckWZUjjPUZ-C8A,duplicate,,,,,pHash,
https://www.dunyagoz.com//uploads/doktorlarimiz/alperen-koc.jpg,error,,,,,"download: HTTPSConnectionPool(host='www.dunyagoz.com', port=443): Max retries exceeded with url: /uploads/doktorlarimiz/alperen-koc.jpg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))",
https://www.inthospitals.com//assets/img/doctors/kenan-koc-banner.png,rejected,,,,,too_small 460x600,
https://www.dokuclinic.com/wp-content/uploads/2025/04/WEB-SITESI-BEFORE-AFTER-07.jpg,rejected,,,,,too_small 405x270,
https://dk-hairklinik.com/wp-content/uploads/2022/07/ourteam.webp,rejected,0.2568512558937073,0.18813198804855347,0.06871926784515381,438.40424239806697,clip_threshold,
https://gulkoclinic.com/images/ba2.jpg,approved,0.30403196811676025,0.17125238478183746,0.1327795833349228,253.7863700088584,,output/approved/Doktor_Koc_Hair_Clinic_klinik/2736b7e91d.jpg
