url,status,reason,pos,neg,margin,blur
https://www.istahedakademi.com/wp-content/uploads/2021/09/prof-dr-oguz-kilinc.jpg,rejected,too_small 900x506,,,,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100054412752713,error,download: cannot identify image file <_io.BytesIO object at 0x399f38590>,,,,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=612392653917821,error,download: cannot identify image file <_io.BytesIO object at 0x16196c310>,,,,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=520675806422840,error,download: cannot identify image file <_io.BytesIO object at 0x16196c4f0>,,,,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=2135390313347349&get_thumbnail=1,error,download: cannot identify image file <_io.BytesIO object at 0x399f16f70>,,,,
https://i.ytimg.com/vi/fFGqdWP4XJY/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGUgXChQMA8=&rs=AOn4CLDNJZGgvQwH0zvZC60YLmsH2QWRPQ,rejected,clip_threshold,0.23791027069091797,0.13454313576221466,0.10336713492870331,279.6566002170883
http://www.droguzkilic.com/wp-content/uploads/2023/01/dr-oguz-kilic-logo-bodrum-1.png,rejected,too_small 457x193,,,,
https://www.hemensaglik.com/Uploads/UserImages/46360/oguz-kilic.jpg?s=255-255,rejected,too_small 255x255,,,,
https://pbs.twimg.com/profile_images/585163146530168833/MmxQ48AK_400x400.jpg,rejected,too_small 400x400,,,,
https://i.ytimg.com/vi/TKR4lW_lf6Q/maxresdefault.jpg,rejected,clip_threshold,0.224295973777771,0.20522551238536835,0.01907046139240265,350.7234961455124
https://api.doktorsitesi.com/media/cache/profil_500_webp/uploads/profile_self_image/2310591_1060607101.webp,rejected,too_small 309x337,,,,
http://www.droguzkilic.com/wp-content/uploads/elementor/thumbs/close-up-of-cosmetic-botox-injection-2021-09-04-06-40-13-utc-scaled-q1akbw6tpdcky60345tx2an14ux0feuj4mk26wupko.jpg,rejected,blur=38.4 < 100.0,,,,
http://www.droguzkilic.com/wp-content/uploads/elementor/thumbs/f9688d2ce2206c147603744cf088107b_large-q16xcw3jvlsdavjldfjovywzryeate37glzisfb5cw.jpg,rejected,blur=59.7 < 100.0,,,,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=3204540179765685,error,download: cannot identify image file <_io.BytesIO object at 0x1679e64d0>,,,,
http://www.droguzkilic.com/wp-content/uploads/elementor/thumbs/doctor-performing-rhinoplasty-by-injection-of-hyaluronic-acid-in-the-nose-of-his-patient-1-q16user75w9knx53g3m6dg3wrae81dgvhse3jcyhh4.jpg,rejected,blur=13.4 < 100.0,,,,
